system:index,20230204T091201_20230204T091332_T35UNT_NDVI,20230207T092141_20230207T092337_T35UNT_NDVI,20230209T091029_20230209T091028_T35UNT_NDVI,20230212T092029_20230212T092026_T35UMT_NDVI,20230212T092029_20230212T092026_T35UNT_NDVI,20230214T091051_20230214T091332_T35UNT_NDVI,20230306T090831_20230306T091330_T35UNS_NDVI,20230306T090831_20230306T091330_T35UNT_NDVI,20230319T092031_20230319T092026_T35UMT_NDVI,20230319T092031_20230319T092026_T35UNT_NDVI,20230326T090611_20230326T091116_T35UNS_NDVI,20230326T090611_20230326T091116_T35UNT_NDVI,20230418T092031_20230418T092027_T35UMT_NDVI,20230418T092031_20230418T092027_T35UNT_NDVI,20230423T092029_20230423T092030_T35UMT_NDVI,20230423T092029_20230423T092030_T35UNS_NDVI,20230423T092029_20230423T092030_T35UNT_NDVI,20230425T090551_20230425T091049_T35UNS_NDVI,20230425T090551_20230425T091049_T35UNT_NDVI,20230428T092031_20230428T092028_T35UNT_NDVI,20230430T090559_20230430T091055_T35UNS_NDVI,20230430T090559_20230430T091055_T35UNT_NDVI,20230508T092031_20230508T092028_T35UNT_NDVI,20230510T090559_20230510T091059_T35UNS_NDVI,20230510T090559_20230510T091059_T35UNT_NDVI,20230513T092029_20230513T092031_T35UMT_NDVI,20230513T092029_20230513T092031_T35UNT_NDVI,20230520T090559_20230520T091054_T35UNT_NDVI,20230523T091559_20230523T091940_T35UNT_NDVI,20230525T090601_20230525T091013_T35UNT_NDVI,20230528T092031_20230528T092032_T35UMT_NDVI,20230528T092031_20230528T092032_T35UNS_NDVI,20230528T092031_20230528T092032_T35UNT_NDVI,20230530T090559_20230530T091053_T35UNT_NDVI,20230602T091559_20230602T091939_T35UMT_NDVI,20230602T091559_20230602T091939_T35UNT_NDVI,20230604T090601_20230604T091053_T35UNT_NDVI,20230617T092031_20230617T092032_T35UNT_NDVI,20230619T090559_20230619T091056_T35UNT_NDVI,20230624T090601_20230624T091055_T35UNT_NDVI,20230702T091559_20230702T091943_T35UMT_NDVI,20230702T091559_20230702T091943_T35UNT_NDVI,20230709T090559_20230709T091057_T35UNS_NDVI,20230709T090559_20230709T091057_T35UNT_NDVI,20230712T091559_20230712T091940_T35UMT_NDVI,20230712T091559_20230712T091940_T35UNS_NDVI,20230712T091559_20230712T091940_T35UNT_NDVI,20230717T092031_20230717T092032_T35UMT_NDVI,20230717T092031_20230717T092032_T35UNS_NDVI,20230717T092031_20230717T092032_T35UNT_NDVI,20230719T090559_20230719T091058_T35UNT_NDVI,20230729T090559_20230729T091058_T35UNT_NDVI,20230801T091559_20230801T091943_T35UMT_NDVI,20230801T091559_20230801T091943_T35UNS_NDVI,20230801T091559_20230801T091943_T35UNT_NDVI,20230803T090601_20230803T091014_T35UNS_NDVI,20230803T090601_20230803T091014_T35UNT_NDVI,20230806T092031_20230806T092037_T35UMT_NDVI,20230806T092031_20230806T092037_T35UNS_NDVI,20230806T092031_20230806T092037_T35UNT_NDVI,20230813T090601_20230813T091445_T35UNS_NDVI,20230813T090601_20230813T091445_T35UNT_NDVI,20230816T092031_20230816T092034_T35UMT_NDVI,20230816T092031_20230816T092034_T35UNT_NDVI,20230821T091559_20230821T092555_T35UMT_NDVI,20230821T091559_20230821T092555_T35UNS_NDVI,20230821T091559_20230821T092555_T35UNT_NDVI,20230823T090601_20230823T091022_T35UNT_NDVI,20230828T090559_20230828T091557_T35UNS_NDVI,20230828T090559_20230828T091557_T35UNT_NDVI,20230905T092031_20230905T092033_T35UMT_NDVI,20230905T092031_20230905T092033_T35UNS_NDVI,20230905T092031_20230905T092033_T35UNT_NDVI,20230907T090559_20230907T090731_T35UNS_NDVI,20230907T090559_20230907T090731_T35UNT_NDVI,20230910T091559_20230910T092601_T35UMT_NDVI,20230910T091559_20230910T092601_T35UNS_NDVI,20230910T091559_20230910T092601_T35UNT_NDVI,20230912T090601_20230912T091011_T35UNS_NDVI,20230912T090601_20230912T091011_T35UNT_NDVI,20230915T092031_20230915T092032_T35UNT_NDVI,20230917T090629_20230917T091535_T35UNS_NDVI,20230917T090629_20230917T091535_T35UNT_NDVI,20230922T090701_20230922T091334_T35UNS_NDVI,20230922T090701_20230922T091334_T35UNT_NDVI,20230925T092031_20230925T092341_T35UNT_NDVI,20230927T090659_20230927T090954_T35UNT_NDVI,20230930T091709_20230930T092515_T35UMT_NDVI,20230930T091709_20230930T092515_T35UNS_NDVI,20230930T091709_20230930T092515_T35UNT_NDVI,20231005T092031_20231005T092029_T35UNT_NDVI,20231010T091819_20231010T091814_T35UMT_NDVI,20231010T091819_20231010T091814_T35UNS_NDVI,20231010T091819_20231010T091814_T35UNT_NDVI,20231017T090859_20231017T090944_T35UNS_NDVI,20231017T090859_20231017T090944_T35UNT_NDVI,20231022T091021_20231022T091332_T35UNT_NDVI,20231104T092141_20231104T092333_T35UNT_NDVI,20231119T092159_20231119T092200_T35UMT_NDVI,20231119T092159_20231119T092200_T35UNS_NDVI,20231119T092159_20231119T092200_T35UNT_NDVI,20231221T091401_20231221T091404_T35UNT_NDVI,20231231T091401_20231231T091358_T35UNT_NDVI,lc,remapped,.geo
00000000000000000b42,,,,,,,,,,,,,,,,,,,,,,0.44026208059047084,,,,,,,,,,,0.391803802681618,,,,,,,,,,,,,,0.5407229555166768,,,0.5195069499567253,,,,,0.35692990366834093,,0.7272367034099,,,0.7238568401390734,,0.6376220021658744,,,,,0.41342151786735,,,0.28648105554299563,,,0.5632735963851687,,0.454439837375736,,,0.723700194942708,,0.32414868940301494,,,,,0.30127315172532787,,,,,0.27920546985807876,0.046567440032958984,,,0.2552503519047415,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.273626471383597,51.47032115937349]}"
00000000000000000b43,,,,,,,,,,,,,,,,,0.5462624456336439,,,,,,,,,,,,,,,,0.54543609386669,,,,,,,,,,,,,,0.5927023205086758,,,0.05046168773893326,,,,,,,,,,0.6063654133522051,,,,,,,,,,,,,0.6056416486125955,,,,,0.603835710592551,,,,,,,,,,,,0.5540583390497567,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.14423731090716,51.525624494463806]}"
00000000000000000b44,,,,,,,,,,,,,,,0.4868881101646121,,0.5612139316643177,,,,,,,,,,,,,,0.4133994595534137,,0.4092587651579288,,,,,,,,,,,,0.3946847677771467,,0.3903746408940443,,,,,,,,,,,0.6974997756973146,,0.6935806174397199,,,,,,,,,,,0.6939545815764101,,0.686530202694761,,,0.7003033765319253,,0.6912297026640704,,,,,,,,,,0.3097028832316669,,0.30691491638451746,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.133479915436073,51.52993903511194]}"
00000000000000000b45,,,,,,,,,,,,,,,,,,,,,,0.47372274881317505,,,,,,,,,,,0.5467370824208335,,,,,,,,,,,,,,,,,0.6747404834310484,,,,,,,,,,0.6889768569918177,,0.6861155888661236,,,,,0.46019292756273095,,,,,,0.6309389096268722,,0.28691720867913867,,,0.6680738016321005,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.25395754741761,51.50183029601172]}"
00000000000000000b46,,,,,,,,,,,,,,,,,,,,,,0.530540543010716,,,,,,,,,,,0.4049245244791719,,,,,,,,,,,,,,0.577495648206767,,,,,,,,,,0.6278495698018409,,,0.5918717151866749,,0.5826192225188085,,,,,,,,0.48455353321131667,,,0.5674122297574603,,,,,0.5821894293063893,,0.5601774114194641,,,0.2831682499303839,,,,,,,0.5549117042229019,,,,0.40651063989349506,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.17778507891733,51.511844925553135]}"
00000000000000000b47,,,,,,,,,,,,,,,,,0.48656983528277775,,,,,,,,,,,,,,,,0.600932414434394,,,,,,,,,,,,,,,,,0.5026722622025851,,,,,,,,,,0.800031849991978,,,,,,,,,,,,,0.5988765902259723,,,,,0.7932405775907089,,,,,,,,,,,,0.4683591046300875,,,,0.3156883340168432,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.148440545494466,51.54588175912694]}"
00000000000000000b48,,,,,,,,,,,,,,,,,,,,,,0.5158687354215419,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5780167868213049,,,,,,,,,,0.6158271154849168,,0.6145473292895726,,,,,0.5864471053860896,,,0.3198348128336087,,,0.2701822769344529,,0.5243974775413808,,,0.6110014538375699,,,,,,,0.2211637794971466,,,,,0.4269626927213604,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.20260222409164,51.507249775638165]}"
00000000000000000b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6096004176031705,,,0.678813957438177,,0.6570399304906798,,,,,0.5481683029339157,,,,,,,,0.5259810698275663,,,0.6148766633334344,,,,,,,,,,,,,,,,0.22186086264327,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.229200899934327,51.520967163420906]}"
00000000000000000b4a,,,,,,,,,,,,,,,,,,,,,,0.4053463401302459,,,,,,,,,,,0.3138413750936115,,,,,,,,,,,,,,0.6673771393677546,,,0.6461401198591505,,,,,,,0.6934824760268334,,,0.654947392253919,,0.6857524838577322,,0.6058879312879645,,,,,,,,,,,0.6396868228236564,,,0.6580184006096285,,0.46987983239751285,,,,,0.38541581098184563,,,,,,,,,0.2980166336441256,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.2703183889843,51.54105721102724]}"
00000000000000000b4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250858597203988,,,0.7336570056928259,,0.4437591672754612,,,,,,,,,,,,,,,,0.7357145111306724,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.170131253361898,51.53184069994678]}"
00000000000000000b4c,,,,,,,,,,,,,,,,,,,,,,0.38012447297708246,,,,,,,,,,,,,,,,,,,,,,,,,0.6127197023422,,,,,,,,,,0.3289073721892169,,,0.6050511640485993,,0.5937688633157553,,,,,0.5570174557011144,,,,,,,,0.5597042376492299,,,0.5635041519492662,,0.5235456427614165,,,0.2578732263879711,,,,,,,0.5108948764887526,,,,,,0.22464068554966898,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.1873827457871,51.51023636593303]}"
00000000000000000b4d,,,,,,,,,,,,,,,,,,,,,,0.5367492746198529,,,,,,,,,,,,,,,,,,,,,,,,,0.6273886565448475,,,,,,,,,,0.6946190590220515,,,0.6684406456493196,,0.6663428476067628,,,,,,,,,,,0.6332158290880338,,,,,0.6280674637039773,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.16427165844786,51.52166933865735]}"
00000000000000000b4e,,,,,,,,,,,,,,,,,,,,,,0.6733087567515385,,,,,,,,,,,0.576609732612731,,,,,,,,,,,,,,0.6064698501509064,,,0.6822117199432823,,,,,,,0.6436019046506644,,,0.7198519956768235,,0.7200008840247347,,,,,,,,,,,,,0.18526395918830993,,,0.7399962243039051,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.28712774159488,51.47499969095462]}"
00000000000000000b4f,,,,,,,,,,,,,,,,,0.261686791841135,,,,,,,,,,,,,,,,0.4614062612018888,,,,,,,,,,,,,,0.6620455120696502,,,,,,,,,,,,,0.7090480534397826,,,,,,,0.2499789107683835,,,,,,0.6059057766618101,,,,,0.6760336858074681,,0.4480901172642265,,,,,,,,,,0.5175406390171743,,,,0.0942421960992878,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.160758052988566,51.54632132073993]}"
00000000000000000b50,,,,,,,,,,,,,,,,,,,0.5907472951882551,,,0.6432744602497473,,,,,,,,,,,0.6067776932737995,,,,,,,,,,,,,,0.6439016411363944,,,0.6394382097553504,,,,,0.6792434087686258,,0.6955013315693862,,,0.6864525648742036,,0.6859151653421709,,,,,0.15525130620078437,,,,,,0.5837836817008297,,0.6722825735874998,,,0.6948761864314004,,0.49658679435042297,,,,,,,,,,,,,,0.6674500324017877,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.280275935660764,51.45447005995634]}"
00000000000000000b51,,,,,,,,,,,,,,,,,,,,,,0.514235747847157,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6681785453744487,,,,,,,0.7246675500794063,,,0.6922554498086441,,0.6949996134591481,,,,,0.5813329596908725,,,,,,,,0.5551582116658996,,,0.6885045616805148,,,,,0.0209552971413887,,,0.04633015718589835,,,,0.3724417821620327,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.214236216293674,51.49284452888249]}"
00000000000000000b52,,,,,,,,,,,,,,,0.2703888316273419,,0.30030101078167526,,,,,,,,,,,,,,0.24011457628673977,,0.23686937788446474,,,,,,,,,,,,0.6727357233733007,,0.6662312796056405,,,,,,,,,,,0.6904086536831326,,0.6859738363160027,,,,,0.06736077540585785,,0.0692968037393358,,,,0.6791148226277358,,0.6721057678296183,,,0.6901849996205631,,0.6811490969863339,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.124734523460926,51.524646239894594]}"
00000000000000000b53,,,,,,,,,,,,,,,,,,,,,,0.5694957149812694,,,,,,,,,,,,,,,,,,,,,,,,,0.6064785236404056,,,,,,,,,,0.6404492601650913,,,0.6259678861721844,,0.6157478469839983,,,,,,,,0.4506951044746537,,,,,0.4632766759044189,,,0.6103880443270244,,0.4972565885033467,,,,,,,,,,0.5434177307720357,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.176794495106652,51.513759761522834]}"
00000000000000000b54,,,,,,,,,,,,,,,,,,,,,,0.586106764756633,,,,,,,,,,,0.22379424526037273,,,,,,,,,,,,,,0.23838763820881748,,,,,,,,,,0.7357609453114793,,,0.7098921657689845,,0.7026696590339245,,,,,0.4362862669691748,,,,,,,,0.5010902696455958,,,0.6921799359948727,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.22327105902233,51.52875161914918]}"
00000000000000000b55,,,,,,,,,,,,,,,,,,,,,,0.3679366958519769,,,,,,,,,,,0.3047076809703628,,,,,,,,,,,,,,,,,,,,,,,,0.670604228432757,,,0.6525848494365373,,0.6604666484186168,,,,,0.3920394011230426,,,0.3303037850089084,,,,,0.5106444054720354,,,0.6065493481499808,,0.3104716813753522,,,,,0.28534885882790667,,,,,0.20183705499653373,,,,0.2673831793591549,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.213015083311824,51.53812799593284]}"
00000000000000000b56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27896368990139087,,,,,,,,,,0.6746055433809622,,,0.6379253092536581,,0.6805410495961335,,,,,,,,,,,0.481488248117927,,,,,0.62353597422576,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.19879430348657,51.5345265843613]}"
00000000000000000b57,,,,,,,,,,,,,,,0.5116139264468974,,0.5794426077077178,,,,,,,,,,,,,,0.5466642170941749,,0.5421761327049359,,,,,,,,,,,,0.6348347738216253,,0.6280274804757566,,,,,,,,,,,0.6528573613318186,,0.6484059844157594,,,,,,,,,,,0.5955686542182282,,0.5893784643841439,,,0.6576379971439336,,0.6484442637080238,,,,,,,,,,0.32456104717557394,,0.32193973991605973,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.134021711024776,51.52422403141236]}"
00000000000000000b58,,,,,,,,,,,,,,,,,,,0.3114082707839758,,,0.6016174795405935,,,,,,,,,,,0.5856452200418156,,,,,,,,,,,,,,,,,0.45848667810833643,,,,,,,0.6576196087731255,,,0.6506511535233651,,0.648166124918023,,,,,,,,0.07562294473994076,,,0.3502660086906416,,0.5988912383715311,,,0.6636312841828448,,0.38620673069337597,,,,,,,,,,0.24531466228351032,,,,0.4345963314817606,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.290762025657486,51.46396913055381]}"
00000000000000000b59,,,,,,,,,,,,,,,,,,,,,,0.5059324350216492,,,,,,,,,,,0.45179600753481425,,,,,,,,,,,,,,,,,,,,,,0.15841676129235163,,0.7043899424762683,,,0.6910204241335257,,0.685333300339662,,,,,,,,,,,,,0.5830086873772463,,,0.6935418029220737,,0.4476500932051211,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.293197826891127,51.462934606787094]}"
00000000000000000b5a,,,,,,,,,,,,,,0.15952586526232782,,,,,,,,0.33520887308920866,,,,,,,,,,,0.2978650914027848,,,,,,,,,,,,,,0.29141147775985216,,,,,,,,,,0.3873307083199084,,,0.36184043070626637,,0.3242750173928786,,,,,,,,,,,,,,,,0.3703229803076677,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.201078750656865,51.547694151428054]}"
00000000000000000b5b,,,,,,,,,,,,,,,,,,,,,,0.29609244744253266,,,,,,,,,,,0.23496990111950034,,,,,,,,,,,,,,,,,,,,,,0.17936521619896229,,0.702933870070105,,,0.6755497055529467,,0.665147356841029,,,,,0.42916072577305664,,,0.27044837680263045,,,0.38881586508956356,,0.5561714412944387,,,0.636605563617888,,0.33155927244497807,,,,,0.2821885943412781,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.225987390109854,51.51953355314076]}"
00000000000000000b5c,,,,,,,,,,,,,,,,,,,,,,0.5197459987096505,,,,,,,,,,,0.360143981688147,,,,,,,,,,,,,,,,,0.5171454904976887,,,,,,,,,,0.56499338893393,,0.5623831286722301,,,,,0.5372875937664049,,,0.45205067054214393,,,,,0.5485614355729551,,,0.552451877096613,,0.5204361474432913,,,,,0.36535145920150136,,,,,0.5069858345990819,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.19067932263924,51.505803493704285]}"
00000000000000000b5d,,,,,,,,,,,,,,,,,0.13758054794638067,,0.40309300309135804,,,0.5671829974570242,,,,,,,,,,,0.5333432180811218,,,,,,,,,,,,,,0.4329215832848668,,,0.596174535567528,,,,,,,0.3719566512405197,,,0.6672633745773039,,0.6567282099572439,,0.350318839220233,,,,,,0.4526805796590792,,,0.627903800162058,,0.5705480268753035,,,0.6662745037857367,,0.5138141946727727,,,0.4458172917366028,,0.42472623264978804,,,,,,,,,0.48071414326864575,,0.1604653921257071,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.244624859612138,51.53192644776387]}"
00000000000000000b5e,,,,,,,,,,,,,,,,,,,,,,0.4226633436690653,,,,,,,,,,,0.4240727665202688,,,,,,,,,,,,,,,,,0.6215113143261328,,,,,,,0.7687941107079556,,,0.754522193451317,,0.6956467268958925,,,,,0.48520633990532147,,,,,,0.6247587294535302,,0.45250920360050506,,,0.7333352650914874,,0.3405016880997725,,,,,0.14449727440637256,0.09089778732010026,,,,0.378881684912035,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.211523024591894,51.508140737873894]}"
00000000000000000b5f,,,,,,,,,,,,,,,,,,,,,,0.5776215747100155,,,,,,,,,,,0.4932367067758729,,,,,,,,,,,,,,,,,0.6688996702094738,,,,,0.2310782431745205,,,,,0.6964523254338306,,0.6948726602963039,,0.6378355903420049,,,,,,,,,,,0.5893925187809397,,,0.7028522035972872,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.270691954233,51.51681771961416]}"
00000000000000000b60,,,,,,,,,,,,,,,,,0.17399485378849264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7234498415133851,,,,,,,,,,0.493220226970119,,,0.7127650718029395,,0.4885202969282933,,,,,,,,,,,0.27177028320814206,,0.5431570833772759,,,0.7130298455015602,,0.49908984261575473,,,,,,,,,,0.6047091336747686,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.1693959153298,51.547335005512]}"
00000000000000000b61,,,,,,,,,,,,,,,,,,,,,,0.5703468084875959,,,,,,,,,,,,,,,,,,,,,,,,,0.6012718758615507,,,,,,,,,,0.7377187613727284,,,0.6888787885642106,,0.6549220551438883,,,,,0.1980960097442679,,,,,,,,0.3830918421010041,,,0.6581447898936109,,0.16936022408154547,,,,,,,,,,0.3213947826231959,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.175721652015426,51.52053698732141]}"
00000000000000000b62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8100251444613312,,,0.7857045009563299,,0.6661652963177688,,,,,,,,,,,,,,,,0.8006762336441179,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.25266981468608,51.51649213918378]}"
00000000000000000b63,,,,,,,,,,,,,,,,,,,,,,0.37745803554041857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7411703130825847,,,0.6881043254112711,,0.636143180383306,,,,,,,,,,,,,,,,0.7132554738159352,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.224241933473234,51.53373145320126]}"
00000000000000000b64,,,,,,,,,,,,,,,,,,,0.5126504125643749,,,0.6818797389666239,,,,,,,,,,,0.666547469879224,,,,,,,,,,,,,,0.31938854312680476,,,0.37084802991949245,,,,,,,0.6115640074758032,,,0.6692162558875657,,0.6641400700388582,,,,,0.09486063733663148,,,,,,,,0.3233364072381234,,,0.7454066092735515,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.25667739110456,51.49114469868014]}"
00000000000000000b65,,,,,,,,,,,,,,,,,,,0.1185522647131057,,,0.5355412156538628,,,,,,,,,,,,,,,,,,,,,,,,,0.1433720999564173,,,0.6062661318822242,,,,,,,,,,0.6533583174216775,,0.6390544424792266,,,,,,,,0.1817749583261624,,,0.4423970781486321,,0.3110072270812902,,,0.7362354526173771,,0.19514000240096702,,,,,0.09606427075911542,0.01740987406295984,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.24859010337875,51.526209241965304]}"
00000000000000000b66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18051065703908872,,0.17908602006851682,,,,,,,,,,,,0.4875126429696202,,0.4826457009834497,,,,,,,,,,,0.5008623399972375,,0.4973416505487057,,,,,,,,,,,0.5022183095787117,,0.49678088951002713,,,0.5038287339567328,,0.49693805371282324,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.125699586453926,51.520489931361496]}"
00000000000000000b67,,,,,,,,,,,,,,,,,,,,,,0.5546915162177313,,,,,,,,,,,,,,,,,,,,,,,,,0.6185197117917932,,,,,,,,,,0.5191633417492821,,,0.6199955457732791,,0.6136686547813502,,,,,0.4842867718802558,,,0.4762708658263797,,,0.37306047878027504,,0.5795577027900419,,,0.5962810363628968,,0.34906735752715545,,,,,,,,,,0.552907371331775,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.19646430203266,51.51642150513611]}"
00000000000000000b68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2495208539389699,,,0.5920987865822115,,,,,,,0.6786114128809126,,,0.6404274399318393,,0.6435866162620164,,,,,,,,,,,,,,,,0.6409181764606986,,0.3611968344841955,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.193662320649608,51.49468133171381]}"
00000000000000000b69,,,,,,,,,,,,,,,,,,,,,0.3067054676901456,0.30985174671051996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3561217148287767,0.3606427055097221,0.37675425295386455,0.37796062731148167,,0.36129042350786345,0.367194930712382,0.36744086907293794,0.3680845793682972,,,,0.2585918278921218,0.26309004513855155,,,,,,,0.25448597342519264,0.2511254370618029,,0.3669703910950901,0.3689408614521935,0.15615541378116393,0.15708708100848728,,,,,,,,,0.11704177218499909,0.11942534070977279,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.26757724898992,51.44869355611387]}"
00000000000000000b6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7395840861629737,,,,,,,0.7955243449632814,,,0.7791939754875339,,0.7737762959095356,,,,,,,,,,,0.44782843273513173,,,,,0.7416547954487963,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.274499547594562,51.50244887469934]}"
00000000000000000b6b,,,,,,,,,,,,,,,,,,,,,,0.5403201056986439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7758267300199219,,,0.6318065907949764,,0.6440159529785451,,,,,,,,,,,0.2791396426776099,,0.34682932556891927,,,0.7183123626946862,,0.06010330669463627,,,,,,,,,,0.18461267626474775,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.172305264285608,51.52539487533448]}"
00000000000000000b6c,,,,,,,,,,,,,,,,,,,,,,0.6087851833864675,,,,,,,,,,,0.592865444094686,,,,,,,,,,,,,,,,,0.6465538991551821,,,,,,,0.6832258191779087,,,0.6793314295561136,,0.6736578031732382,,,,,0.4902262921506315,,,,,,,,0.5840288357399489,,,0.6871512633602636,,0.5011819634848441,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.28919097248056,51.46978174535181]}"
00000000000000000b6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8208324817302817,,,0.48601430627494174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.16858239427234,51.5307621300375]}"
00000000000000000b6e,,,,,,,,,,,,,,,,,,,,,,0.5222388238998767,,,,,,,,,,,0.4926772609589592,,,,,,,,,,,,,,0.5971219111191713,,,,,,,,,,0.638174474915139,,,0.6191341113341369,,0.6139840197130666,,,,,,,,,,,,,0.5855681690769672,,,0.5934767373024471,,0.36600584035017053,,,,,,,,,,0.5431569847795699,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.16343554962861,51.5162009778168]}"
00000000000000000b6f,,,,,,,,,,,,,,,,,,,0.449712088454067,,,0.5593253741729287,,,,,,,,,,,0.5565059712143983,,,,,,,,,,,,,,0.6044056844008483,,,0.5934625190942466,,,,,0.5401772114695335,,0.6284329677655314,,,0.6189481040247444,,0.6195825396481556,,,,,,,,,,,,,0.6057143333006878,,,0.6185985485983003,,0.5792700902404698,,,0.5301027884559026,,,,,,,,,,,0.4739937772826543,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.277766418333734,51.52834544453946]}"
00000000000000000b70,,,,,,,,,,,,,,,,,,,,,,0.5007574063580053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.757798390323613,,,0.7056076315795483,,0.6793768188310048,,,,,,,,,,,0.19920814226544092,,,,,0.7029936263620719,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.222000321442987,51.531736429562116]}"
00000000000000000b71,,,,,,,,,,,,,,0.1516378924689866,,,0.2500399304490511,,0.15510201258183606,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7222702701886495,,,,,,,,,,,,,0.7386208233379182,,,,,,,,,,,,,0.3894607076028577,,0.6205502064590281,,,0.7165881366956802,,0.5984909818285987,,,,,,,,,,0.6201112928574318,,,,,,,,,,,,,,5,5,"{""type"":""Point"",""coordinates"":[27.16848925777573,51.5480381519349]}"
